1.1779342	1.0901469
0.83324486	0.93655586
1.1028749	1.0143533
1.0773721	0.8041647
0.90001196	1.0596107
1.0873523	0.81068724
0.8675817	1.0418487
0.9465051	0.82423604
0.82103187	1.160968
0.83753777	0.812908
0.9452487	1.1036979
1.061661	0.83513266
0.9591999	0.9871186
1.0210849	0.8870284
0.9668795	1.06611
1.0845549	1.109143
1.0693634	0.93706363
1.1526827	0.85949504
0.83278704	1.1346866
0.8540925	1.0708219
0.9751154	0.92634773
1.1254014	0.944777
1.0225829	1.169698
1.1218754	1.0968528
0.89315665	0.9783592
0.86394525	1.0950834
1.0739568	0.91207886
1.1091757	1.1238743
1.0049622	1.1706715
0.86568964	0.9283272
1.0393771	1.1824763
0.8293612	1.0255606
1.1731949	1.0429708
1.1375642	1.1941292
1.1509328	1.0089928
0.9167744	0.8234266
0.9969547	1.1557052
1.1145465	0.9464867
1.0823557	1.0023204
1.1298537	1.1085124
0.96113086	1.014465
0.95879674	0.98399436
0.8919483	0.8343997
1.0627335	1.1133275
0.8747859	0.87131774
1.0686996	1.0328957
1.162342	1.1770916
0.9509831	1.006135
0.87148625	1.1713822
1.1510643	0.9267545
1.095672	0.90752816
0.8680968	0.9669882
1.1730875	1.1475067
1.0301931	0.8475828
1.1716623	1.1554542
0.8920089	1.1997417
0.8428418	0.894546
1.0548115	0.89168936
0.8278996	1.1485977
1.0839574	0.8301169
0.91641736	0.8461689
0.8825948	0.9002813
0.8232341	1.0740794
1.1864588	0.90895087
0.8939532	0.8291989
0.9342226	1.0935171
1.1672425	0.86899596
1.1180145	0.9088762
0.82840973	1.0848936
0.9082824	1.1078488
0.9090666	0.91960275
1.1741118	1.1251618
0.9263641	1.0194247
1.0252651	1.0048532
1.1784527	1.0334673
1.0974798	1.1346593
0.93685627	0.95223266
1.122975	0.8418626
1.0815141	0.9724265
0.8776759	0.9313266
1.1139355	0.94179106
1.0508897	0.9501678
1.0565815	1.1409605
0.9238727	1.0059446
1.0282257	1.0365568
1.1771328	0.8204698
1.1071156	1.00745
1.1644592	0.93205357
0.9637096	1.0430344
1.1392319	1.1141434
1.0299661	0.95130503
0.954922	0.98474663
0.86950845	0.82894075
0.9184122	0.9761123
1.0610236	0.8721078
0.8829463	1.0503714
1.1001042	0.9413907
1.1562184	0.95729625
0.84663314	1.0220318
